feature_case_index,leak_id,r_mean_1,r_mean_2,r_mean_3,r_mean_4,r_mean_5,r_mean_6,r_mean_7,r_mean_8,r_mean_9,r_mean_10,r_mean_11,r_mean_12,r_mean_13,r_mean_14,r_mean_15,r_mean_16,r_mean_17,r_mean_18,r_mean_19,r_mean_20,r_mean_21,r_mean_22,r_mean_23,r_mean_24,r_mean_25,r_mean_26,r_mean_27,r_mean_28,r_mean_29,r_mean_30,r_mean_31,r_mean_32,r_mean_33,r_std_1,r_std_2,r_std_3,r_std_4,r_std_5,r_std_6,r_std_7,r_std_8,r_std_9,r_std_10,r_std_11,r_std_12,r_std_13,r_std_14,r_std_15,r_std_16,r_std_17,r_std_18,r_std_19,r_std_20,r_std_21,r_std_22,r_std_23,r_std_24,r_std_25,r_std_26,r_std_27,r_std_28,r_std_29,r_std_30,r_std_31,r_std_32,r_std_33,r_max_1,r_max_2,r_max_3,r_max_4,r_max_5,r_max_6,r_max_7,r_max_8,r_max_9,r_max_10,r_max_11,r_max_12,r_max_13,r_max_14,r_max_15,r_max_16,r_max_17,r_max_18,r_max_19,r_max_20,r_max_21,r_max_22,r_max_23,r_max_24,r_max_25,r_max_26,r_max_27,r_max_28,r_max_29,r_max_30,r_max_31,r_max_32,r_max_33,r_norm_1,r_norm_2,r_norm_3,r_norm_4,r_norm_5,r_norm_6,r_norm_7,r_norm_8,r_norm_9,r_norm_10,r_norm_11,r_norm_12,r_norm_13,r_norm_14,r_norm_15,r_norm_16,r_norm_17,r_norm_18,r_norm_19,r_norm_20,r_norm_21,r_norm_22,r_norm_23,r_norm_24,r_norm_25,r_norm_26,r_norm_27,r_norm_28,r_norm_29,r_norm_30,r_norm_31,r_norm_32,r_norm_33
1,p257,-0.0440300552050286,0.0449145645565448,-0.023651740286082,-0.0243321408165862,-0.0056183062659392,-0.00775223255157657,-0.00681709289550502,-0.0072698465983074,-0.00041932370927553,-0.0110361448923759,-0.00616488244798232,-0.0043364503648553,-0.00582538604736395,-0.00947534190284031,-0.0154221574465417,-0.00719915919833642,-0.0141205247243277,-0.00769950813717461,-0.00607370906406107,-0.00324695534176368,-0.00623738023970207,-0.00801985104878389,-0.00664175987243879,-0.00741346412234474,-0.00667301707797686,-0.00687511285146399,-0.00641264120737844,-0.00629350291358076,-0.00390573395622841,-0.00548956076304033,-0.00263164679209729,-0.00549172560374318,-0.00414544794294811,0.784172437918515,0.849004036221331,0.778391227887917,0.67282400269537,0.180566886873342,0.205517626196229,0.397871737423636,0.379202401666641,0.00424560315721529,0.395723159875925,0.229934176813891,0.146767678241314,0.245472741088071,0.438558861403882,0.588805084058262,0.437434971019061,0.576218292160739,0.441291937774437,0.180120965000091,0.142208071466004,0.203872167282941,0.242194265207696,0.386261990050693,0.27589457397331,0.404402285407098,0.318964962320883,0.315710932730784,0.237807608774849,0.164213385193122,0.203416591994952,0.0829153577966236,0.207325096907927,0.153244824441267,0.897498892148334,1.40005054261949,0.877157268524172,1.2418677605523,0.389202433162261,0.454271259307859,0.805370763672727,0.773427590264212,0.015727815628054,0.7854853688346,0.489753519164196,0.313203620380825,0.523912616305878,0.871345770623947,1.12627533329858,0.87299143526289,1.09987571186489,0.88448401239183,0.399408373832699,0.309912071228027,0.440502675374347,0.538058908250598,0.78263515790303,0.582641555468243,0.816686290635005,0.631032379998096,0.634925030602346,0.491712714831031,0.348509999910995,0.432248885366654,0.169408360057403,0.443943911128571,0.326575207710263,-0.539074031277845,0.549903361825001,-0.289575811871766,-0.297906172920701,-0.0687867183820273,-0.0949130595799123,-0.0834638460402324,-0.0890070542558283,-0.00513391412563394,-0.135119047414231,-0.0754786251825618,-0.0530925470961446,-0.0713220622976539,-0.116009637814777,-0.188818400226747,-0.0881416058368911,-0.172882095002062,-0.0942675377315731,-0.0743623603178731,-0.0397535114892105,-0.0763662388060087,-0.0981895983319599,-0.0813171878286923,-0.0907654094812405,-0.0816998797812103,-0.0841742028955151,-0.0785120148203928,-0.0770533666306957,-0.0478191485129537,-0.0672104460622809,-0.0322200923553071,-0.0672369508985644,-0.0507540434290044
2,p461,0.071481814649371,-0.0304615619447529,0.0190210374196354,0.208265197541979,0.109678458637663,0.124817566871645,0.245432128376434,0.24953396373325,-0.00131255308786914,0.185485445128549,0.110482540660432,0.0723401726616759,0.146392116546634,0.246436690754359,0.214956734710269,0.196495922936337,0.212440243297153,0.249491065873043,0.1097354777654,0.0820819377899184,0.122799611621436,0.144850073920355,0.205920492808026,0.167874450683592,0.278950211207069,0.153357493612503,0.151548715167576,0.115055697758994,0.0816024329927246,0.099397476514182,0.0427579127417648,0.101166414684718,0.0754709937837382,0.309220580392948,0.294310643671654,0.297527980670178,0.331470660381032,0.097464649276673,0.110497695479716,0.214712913053517,0.206771461156932,0.00398884559412947,0.204687503248198,0.117458634893205,0.0738695199914114,0.130988276174121,0.235148941765281,0.293806025709663,0.22123378964541,0.286872581383104,0.234707013238112,0.0977803616937903,0.0778452490488323,0.109655209688153,0.130116882982504,0.202431349652759,0.147843967057154,0.221970338118915,0.162447029962186,0.161307674412214,0.121328432942062,0.0824667851688431,0.104138403462985,0.0404407106470717,0.105754797754353,0.0772718721074314,0.474068850146402,0.370650300449789,0.429370752440555,1.55500026173062,0.569620118141174,0.652603324254358,1.2259707848231,1.20657371732923,0.0105265945858477,1.12671926763323,0.642697237862478,0.41007927046882,0.767558265792005,1.30585810343424,1.45855547719531,1.17421083662245,1.42956461588542,1.29809246804979,0.582427930831905,0.446762935850359,0.645907563633394,0.775938172340389,1.11422410223219,0.870195126003686,1.29746222919888,0.888870188925004,0.878686530325147,0.670170140266421,0.466931399239435,0.568202817175127,0.230597600407066,0.581199723349677,0.43578182114495,0.0787778030738726,-0.0335707052203022,0.0209624720280934,0.229522358932553,0.120873092805287,0.137557415846338,0.270482834999072,0.275003335486725,-0.00144652243633365,0.204417528305362,0.121759245675854,0.0797237717624394,0.161334031395909,0.271589930804793,0.236896886284591,0.216551820876777,0.234123542239648,0.274956059138184,0.120935931747447,0.0904598569979498,0.135333492431794,0.159634595938927,0.226938335447647,0.185009019174402,0.307422033333607,0.169010348869406,0.167016952467291,0.126799174657841,0.0899314102220586,0.109542753905773,0.0471221169516045,0.111492243626087,0.0831741487712373
3,p232,-0.0416276849640731,-0.0509977791044467,-0.0236893685658762,0.200739517741734,0.104843531184724,0.120207238197325,0.237994801733226,0.242457236713832,-0.000427014562821422,0.18311211427053,0.106802820099722,0.0701696342892108,0.141251907348632,0.240182176695931,0.207384552425809,0.189731257226733,0.20574428717295,0.242415981292728,0.10462015310923,0.0786153830422319,0.117700612809926,0.1408407025867,0.198773460918001,0.163577255672881,0.271412817107307,0.149777645005118,0.147049433920116,0.111355836126537,0.0789233186509907,0.0953891579310103,0.041976855066088,0.0976780573526988,0.0732942284478076,0.308788931584097,0.294111038412828,0.296992706450148,0.315482438800712,0.0894338829958002,0.101089846907858,0.195940180541886,0.187650159760607,0.00388477236631206,0.190023674789759,0.110468837646067,0.0692549913212546,0.119549854571908,0.216105339460105,0.278355230370746,0.206820782335037,0.271000470532936,0.215404654481828,0.0896733024602446,0.0716751421631044,0.10007501494374,0.119388096411439,0.186708765134749,0.135274363548413,0.201351384058995,0.151328994448741,0.150875642485447,0.113740932548392,0.0775458900650011,0.0983101525037328,0.0379573805498382,0.0998059527388549,0.0726210032419352,0.371661800808379,0.360844791200421,0.39746655623118,1.31721194320255,0.4461713192198,0.511436183187698,0.998551086319814,0.969474076694908,0.0115132342444539,0.903686621983844,0.558722389009262,0.34501234796312,0.60662265671624,1.08000287850698,1.23138459020191,0.965626502037047,1.19245351579454,1.0715212308036,0.448871807522238,0.351349782943728,0.5035475534863,0.606729521751397,0.915453251202898,0.701909776263768,1.06077261659834,0.730850090450708,0.741006034215289,0.560757831997336,0.399136966599364,0.501882620917428,0.194653482966956,0.511868815422055,0.373617006937664,-0.0473509311587799,-0.0580092870816482,-0.0269463377827969,0.2283384986131,0.119258105077326,0.13673411494252,0.270715882536909,0.275791842243762,-0.000485723315754989,0.208287564505344,0.121486769837673,0.0798170142186087,0.160672142750285,0.273203992105502,0.235897136095459,0.215816750495864,0.234031356455364,0.275744914757732,0.119004015524082,0.0894239397090318,0.133882862314323,0.160204402870174,0.226102135447692,0.186066925873816,0.308728425074569,0.170370054541405,0.167266751165681,0.126665764264977,0.0897742123178559,0.108503882797794,0.0477481074484891,0.111107475071524,0.0833711980035234
4,p427,0.000642248524559075,-0.034579876793755,-0.00663464069366242,0.533106918864782,0.312061760160658,0.400075346628821,0.46311971293555,0.458367289437186,0.1297764105267,1.25515589608087,0.329856894810995,0.207274225023057,0.342900489171347,0.544737241003247,0.536908599005805,0.447473173141481,0.537003191312152,0.484426131778295,0.31831994268629,0.208463652928671,0.330858989821543,0.385304465823704,0.433235758675471,0.38754089143541,0.484757171736824,0.449296259350247,0.474259471893311,0.34262620660994,0.23136810355716,0.290442917082043,0.113219366073604,0.29505215220981,0.216762756771512,0.36047033680049,0.34635624891526,0.310421767071009,0.420218881860662,0.151048478092461,0.179494869348073,0.275588190115121,0.266744069635053,0.0319947647479156,0.351497391422779,0.175067709869526,0.109237355972114,0.183836828478454,0.307939561083745,0.380406916957144,0.290917296233105,0.372438384934035,0.299337392567194,0.153192217799776,0.11282865818758,0.164231842774709,0.19213783536688,0.26574131353462,0.206168675492911,0.282395278324938,0.232411211732447,0.235219835858555,0.17949497321605,0.122075474002075,0.156282431414474,0.0575894102056946,0.158613037514921,0.115226518828054,0.734804063108232,0.789738934834801,0.465785757170785,1.73665284368727,0.750039212968616,0.923435955047601,1.29902690357632,1.27260061475965,0.187172170215185,2.26179483254751,0.876961918407019,0.555159859657287,0.889088454776342,1.47750961462656,1.65475463522805,1.30031023025513,1.63863502025604,1.38544801606073,0.759560712178548,0.536623813311259,0.816268190807769,0.963507096502518,1.21505397690667,1.0017278485828,1.34904108630286,1.16100440767076,1.23159049034119,0.899875576231217,0.613783488273619,0.775999591085643,0.301457783381139,0.78417793538835,0.580076458189225,0.000263476298304427,-0.0141860628480178,-0.00272179772113326,0.218702001190898,0.128020344563565,0.164127074398482,0.189990421106594,0.188040784940153,0.0532395279168374,0.514915669944749,0.135320627905934,0.0850322631421953,0.140671637409629,0.223473229318256,0.220261604012223,0.183571578199879,0.220300409598801,0.198731175117145,0.130587703931341,0.0855202145343547,0.135731727774337,0.158067462194779,0.177730815446075,0.158984934355591,0.198866981085596,0.184319481834388,0.194560400393366,0.140559115619068,0.094916545760548,0.119151421506267,0.0464471592051174,0.121042316016787,0.0889248423009302
5,p673,0.0593215306599937,0.0592911036809316,0.0167643038431781,0.504676086637712,0.203653773201834,0.239388593567739,0.398927381833391,0.39125532097287,0.134038903978139,1.24244443045722,0.300683152940538,0.188118380970425,0.255426208178202,0.497206966612075,0.500120416747201,0.390202523867286,0.50112331390381,0.428220075501333,0.20426361401876,0.151619813177319,0.223789516025122,0.26053863737318,0.368623031510244,0.288724688953826,0.424233960575529,0.418422739770677,0.441452270083955,0.313804278373722,0.207923783196345,0.263470449447633,0.101200268003673,0.266749308904013,0.195589811007182,0.360936244676751,0.346546840906392,0.311492859541148,0.443940549568576,0.158095246519573,0.188177560687788,0.291457990436337,0.282124491971072,0.0183521167983366,0.347787851536136,0.182953735315469,0.114247714538838,0.193378523395665,0.3281071191788,0.402705439343892,0.307026674875584,0.395306067557124,0.317103022552601,0.160089682707892,0.118324685134711,0.172403602009792,0.201750298912664,0.280083384130498,0.217125252987379,0.299728570660627,0.247372314155022,0.24897305760791,0.18835911218439,0.127509384576448,0.162593653869418,0.0604033324962993,0.165388684366471,0.119981313872113,0.792369556162093,0.883590885798142,0.48725265767839,1.69197297520108,0.635187584029303,0.754711166487795,1.22191792170207,1.19273010942671,0.1853771686554,2.19788085884518,0.838280627462602,0.530061247613695,0.793499781290691,1.41221322112613,1.6015808473693,1.23073643313514,1.58588057676951,1.31520076115926,0.639102536837264,0.474960664113361,0.702031677563987,0.830167128774853,1.13898602432675,0.893635712729562,1.27415070586734,1.11480393833584,1.18305903858609,0.860752765337629,0.583811395433216,0.741143352190655,0.286344890594478,0.747559336556328,0.553033361964758,0.0270978809487981,0.0270839820044,0.00765787909849538,0.230534383743353,0.0930283767057034,0.109351925630159,0.182228721677731,0.178724149399886,0.0612285324079899,0.567544547274004,0.137351079634007,0.0859318604072204,0.116677855466796,0.227122514174324,0.228453368655548,0.178243235129587,0.22891148879256,0.195609528222206,0.0933069499938657,0.0692594341590183,0.102226318090062,0.119013196381694,0.16838579368597,0.131888492444547,0.193788683977192,0.191134137343194,0.201653951376867,0.143344766764916,0.0949789032884482,0.120352438536674,0.0462279510295812,0.121850210799262,0.0893447851817637
6,p810,-0.408515615198347,-0.444976534313627,-0.412886181937327,-0.28734805001153,-0.0687063376108804,-0.0786502048704393,-0.15379234313965,-0.146570048332214,-8.05695851978526e-06,-0.157426009178159,-0.0848835817972842,-0.0553606499565996,-0.09387311670515,-0.17364568657345,-0.241407435470159,-0.170644885169133,-0.236439770592586,-0.171957213083906,-0.0682979011535661,-0.0535274267196665,-0.0776628934012549,-0.0927732616000738,-0.1493278921975,-0.105193992720708,-0.156742739147608,-0.124828210936651,-0.119936067793101,-0.090012793011134,-0.0609165472454484,-0.0753621806038742,-0.0303953350914871,-0.0762010208765657,-0.055754193729828,0.810310920962089,0.792674538200958,0.78112412043048,0.796315454013904,0.259062774394484,0.295047822774083,0.515695767226214,0.497848835004249,0.00636935932907063,0.520137429269117,0.32616259360596,0.205527150764612,0.334722972601247,0.562556450777048,0.722383579954642,0.54982700605214,0.70327335169609,0.561947447431465,0.260914730632465,0.201660827747654,0.287257866646957,0.342149728340354,0.498387010756082,0.37847769376354,0.525692985834598,0.415653624223069,0.425986421143781,0.330829547035021,0.231233036700041,0.29234760269102,0.109641122143643,0.297527864684226,0.218122153876512,0.740345448123083,0.701517352528043,0.696706193288165,1.03615884198083,0.48477698908912,0.552116978963213,0.852421677907309,0.844469788339403,0.0197516806920319,0.797590374946594,0.556071267657806,0.368950167232086,0.611870827674871,0.885762609375853,1.02990313741896,0.871514623430045,0.989973218176097,0.902812554571362,0.490664360258315,0.372107569376624,0.535688278939986,0.637861765755545,0.823260530895659,0.687415796915694,0.875086938540143,0.663053671518966,0.681997575230071,0.561274274190268,0.413133463859559,0.511414160198633,0.208245009316336,0.534209877120126,0.393151617050165,-0.397111141555012,-0.432554186259641,-0.401359695789875,-0.279326194442486,-0.0667882723343967,-0.0764545380339285,-0.149498943674293,-0.142478272667053,-7.8320335287547e-06,-0.153031169163106,-0.082513898643584,-0.0538151543872286,-0.0912524739550271,-0.168798044079186,-0.234668097651241,-0.165881015630544,-0.22983911438352,-0.167156707469342,-0.0663912381408861,-0.0520331089885717,-0.075494789201787,-0.0901833233520326,-0.145159126188508,-0.102257306648529,-0.152366973887019,-0.121343399123814,-0.116587829260365,-0.0874999183809684,-0.0592159484637682,-0.0732583050837578,-0.0295467927468747,-0.0740737275691604,-0.0541977116536447
7,p628,0.00570107777913381,-0.000453839302060086,-0.00314218044280978,0.238010883331299,0.110889387660558,0.128330830997889,0.246973181830514,0.264752904044257,0.0009312926398404,0.198576829698351,0.110314168930052,0.0698794470893034,0.150889840126035,0.239243019951713,0.233630232016247,0.205797245767381,0.231609901322257,0.246720549795362,0.110946269035337,0.0857747681935657,0.125782149102954,0.154309337933859,0.210394336912367,0.176482026312087,0.279652131398522,0.156609333356222,0.153857769436307,0.115260167651703,0.0782410383224458,0.0970220878389182,0.0386192766825353,0.0995683977339023,0.0730110698276108,0.306641147033415,0.294571639134186,0.260665065253386,0.39957342153164,0.137477896473314,0.157093851884979,0.274915189380234,0.267572417282845,0.00617940747306111,0.270247739193333,0.169913515805703,0.106057433717072,0.177021348395134,0.293815266927961,0.364382318317186,0.283951473533477,0.356949732464173,0.295877974419962,0.138492609948741,0.107682056584225,0.15249789656895,0.182347437954614,0.262360815915247,0.200740124819875,0.280577968835086,0.214988411679128,0.219709605780592,0.17198812127771,0.11988682002325,0.153043368601235,0.0567585967009576,0.155903270192644,0.114093906047294,0.664870141612159,0.658871556917831,0.443493324385749,1.38693021191491,0.548162740071618,0.623880914582145,1.08272503799863,1.06873040835062,0.0216259627872049,1.01383216063181,0.643363502290512,0.41941095934974,0.711270096037119,1.11504312621223,1.29059200180902,1.06767271147834,1.27536535633935,1.14141234185961,0.547583223448854,0.414675792058311,0.603987313906352,0.740547076861063,1.01777336332533,0.819053468704226,1.12734807544285,0.809398776690166,0.833338327407837,0.646683230929902,0.458173121876186,0.57161732885573,0.225004932615491,0.587742682562933,0.438299511273705,0.00610813333961935,-0.000486243317340597,-0.0033665313586973,0.255004802247943,0.118806862845912,0.13749362097606,0.264607006670243,0.283656196705927,0.000997786706782228,0.212755166820526,0.118190573638591,0.0748688225378309,0.161663337844112,0.256324913122007,0.250311373499321,0.220491118832721,0.248146791687407,0.264336336769507,0.118867805536952,0.091899065685233,0.134762963816546,0.165326986959928,0.225416441162251,0.189082799870908,0.299619225252958,0.167791201493491,0.164843176581983,0.123489715460512,0.0838274293420317,0.103949441205205,0.0413766836018186,0.106677557004551,0.0782240423745039
8,p538,0.0367419343524498,-0.0516694439782044,0.00012777752346407,0.369351925849914,0.426593230035567,0.489166870647006,0.408159119817948,0.41628599272834,0.000481062995063391,0.277109390894569,0.150297859509788,0.0962545103496981,0.498871645397609,0.354210694630938,0.361375276247659,0.395769463115268,0.35395647207896,0.394161999490523,0.425711177190147,0.286165813869899,0.524960110452441,0.525868269602459,0.412861763636272,0.509570759137474,0.395364688767326,0.217431327501931,0.212946368853248,0.158842122289866,0.105061307483251,0.132111112806534,0.0520197285546183,0.133858755429583,0.0976826688978422,0.417475575884448,0.340546432079845,0.303258501349244,0.530874609504506,0.244506484569767,0.277776264009517,0.416825371365692,0.410950239505237,0.00613069612109057,0.383681892126132,0.244998227944636,0.152456589414598,0.302300560315852,0.435488701732349,0.497366230121733,0.412458647643852,0.487932733666432,0.437075886557234,0.246418330667722,0.182652927172098,0.276988782154369,0.312971581661483,0.394320769201568,0.333199011906527,0.426238032684355,0.307913916880072,0.316003937561603,0.24638671019678,0.172895109580462,0.220565078971246,0.0808204910950446,0.224615676067783,0.16323398258516,0.806586834854549,0.761651391453213,0.514783914883928,1.69352652867635,1.03702578438653,1.20037322998047,1.46432976934645,1.46906562328338,0.0227085065841663,1.2210689581765,0.727614051500957,0.475509930186803,1.246296971639,1.46704357994927,1.59930578708649,1.40794781049092,1.57542590459188,1.5085868136088,1.04545959949494,0.726832333140905,1.20650801976522,1.32767928335402,1.39326615651449,1.3555308008194,1.48032816939884,0.982394721772934,0.974563332133819,0.746303095817566,0.540078851381942,0.658035537931653,0.265880664189652,0.671763016912671,0.501609576543174,0.0195540030259914,-0.0274984015324096,6.80030086740253e-05,0.196568547710211,0.227032284989827,0.260333883814926,0.217221678843754,0.221546788565993,0.000256021013235925,0.147477207272342,0.0799882981517131,0.0512265077986516,0.265498750558726,0.188510406888527,0.192323386609993,0.210627921902945,0.188375110023017,0.209772432143454,0.226562857772333,0.152297022161932,0.27938299300857,0.279866313962692,0.219724418916489,0.271192803039411,0.210412501594679,0.11571663035304,0.113329742005068,0.0845355421441997,0.0559134721850901,0.0703093385014936,0.027684822465,0.0712394313161955,0.0519865716620323
9,p31,0.246837000317045,0.281485246552365,0.235873965687223,0.323059693972267,0.118360577159457,0.137093337906729,0.228865941365558,0.220997074445086,0.00307491196526306,0.231898793644376,0.141904492908057,0.0910230917400807,0.151018195682099,0.244829470316572,0.297604994244046,0.237262229389617,0.294708336724177,0.246635073026021,0.119739329020179,0.0893506601121689,0.131106897989907,0.15561893463135,0.219586035410561,0.170565366215179,0.233234845797223,0.182869612905714,0.186282766130232,0.144227153460183,0.102619379361469,0.12730675485399,0.0512782828013139,0.130003828472562,0.0951745578977823,0.659019190261775,0.71767096944324,0.626318983883038,0.678591948102066,0.240586169095091,0.275270008704551,0.465459941435762,0.44959323357384,0.00675575876083514,0.467094320301894,0.305518990539012,0.192515816762225,0.307142270669166,0.501161431012521,0.626808976585617,0.489429752774068,0.611491464877215,0.503841637883473,0.243202431142228,0.186076228249308,0.266530048736722,0.315400926111422,0.449124857081572,0.345857350677533,0.472975071598042,0.374988141355623,0.389873995622016,0.307465118502989,0.217593940538192,0.27544528280969,0.102765438662312,0.28090386380401,0.204963258505727,1.65555991066827,1.72567595058018,1.39767737388611,1.51359849558936,0.675340058008828,0.786788781483963,1.18896064387427,1.1643950510025,0.0213489315244857,1.15212373097738,0.820861712031899,0.540168179935883,0.837256824175512,1.25017748249902,1.46208130306668,1.22279150327047,1.42478319909838,1.26749144819048,0.681368980407711,0.497045445442197,0.745336802270678,0.876447525024417,1.15431777265336,0.945735848214895,1.2171924659941,0.952033382521734,1.00064306259155,0.823398378690079,0.622957241270278,0.747911905182733,0.31017780409919,0.764109846750898,0.559222380850052,0.222439141785319,0.253662686663322,0.212559715235457,0.291127833267777,0.106661583031507,0.123542760563809,0.206244377933029,0.19915328542111,0.00277098156978085,0.208977457079168,0.127878371465404,0.0820261888748603,0.136091257786906,0.220630040030558,0.268189126531445,0.213810760200903,0.265578780384238,0.222257173388114,0.107904056324571,0.0805190637050945,0.118148032238084,0.140237250576217,0.19788171628252,0.153706347227001,0.210181451188147,0.164794417778183,0.1678702081705,0.129971455643261,0.0924762764350083,0.114723502784522,0.0462098356563179,0.117153992298964,0.0857673158861424
10,p654,0.786417426268258,0.797126821411982,0.75711963971456,0.308819238874651,0.0920550330479954,0.105010298622976,0.194178555276662,0.186356858147516,0.00116345670488181,0.196712882253862,0.115305511686537,0.0734897226757444,0.121950375768876,0.214765111075506,0.273863536781736,0.2074714952045,0.270694169468352,0.211978351275126,0.0924581485324415,0.0714274946848559,0.102693757481047,0.122995852894251,0.185478111902874,0.137920241885716,0.198538102044003,0.156502792570328,0.156595724423725,0.118734973801504,0.0823150263892252,0.10212426768409,0.0408226686053783,0.10344126701355,0.077224862840443,0.466570385117224,0.460956420010354,0.362947956933386,0.56359842101158,0.213461027777564,0.246085470119238,0.405311164676059,0.392521505184392,0.00748285268796177,0.403944796974614,0.270344601171421,0.170680216908367,0.270463231039156,0.432369608101686,0.530656933843432,0.423587861890239,0.517548617866856,0.436206364452208,0.215549560652439,0.163820982974669,0.235516547666749,0.28121601232903,0.390742549982966,0.305858372623987,0.411764962049853,0.326391499796128,0.341371176254118,0.270748701408377,0.193801855523669,0.244484882173017,0.0923375210508794,0.249112437741054,0.182736275724408,2.3563933719529,2.17650441540612,1.76599080085754,1.41075917773777,0.597165679931642,0.728009317186142,1.05608359972636,1.02054527759552,0.0306599971983204,1.06787354469299,0.728901656998531,0.482136092715791,0.729778709941442,1.15773054705726,1.37377844466103,1.06488965087467,1.33251936965519,1.14454977777269,0.613391276995337,0.440224220487806,0.660464486016167,0.793652910126575,1.00398605611589,0.831980251206296,1.08416107018789,0.871335401005219,0.924472020996937,0.729690417713584,0.548145623736907,0.675430803828768,0.26840338759952,0.681453696886699,0.503369074397618,0.4877286759137,0.494370541847509,0.469558464820026,0.191526781378356,0.0570916638924725,0.0651263975007791,0.120427709880905,0.115576767039647,0.000721564882975213,0.12199947558654,0.0715113916120711,0.0455776333746695,0.0756324736891617,0.133195297762368,0.169847584392205,0.128671865940327,0.167881972655222,0.131466975598935,0.0573416723166273,0.0442986590108878,0.0636897005175825,0.076280868748865,0.115031776900762,0.0855368341414036,0.123131459697982,0.0970615569384456,0.097119192398055,0.0736383116936442,0.0510510035607009,0.0633365083128602,0.0253178343219638,0.0641532988844839,0.0478941321017197
