feature_case_index,leak_id,r_mean_1,r_mean_2,r_mean_3,r_mean_4,r_mean_5,r_mean_6,r_mean_7,r_mean_8,r_mean_9,r_mean_10,r_mean_11,r_mean_12,r_mean_13,r_mean_14,r_mean_15,r_mean_16,r_mean_17,r_mean_18,r_mean_19,r_mean_20,r_mean_21,r_mean_22,r_mean_23,r_mean_24,r_mean_25,r_mean_26,r_mean_27,r_mean_28,r_mean_29,r_mean_30,r_mean_31,r_mean_32,r_mean_33,r_std_1,r_std_2,r_std_3,r_std_4,r_std_5,r_std_6,r_std_7,r_std_8,r_std_9,r_std_10,r_std_11,r_std_12,r_std_13,r_std_14,r_std_15,r_std_16,r_std_17,r_std_18,r_std_19,r_std_20,r_std_21,r_std_22,r_std_23,r_std_24,r_std_25,r_std_26,r_std_27,r_std_28,r_std_29,r_std_30,r_std_31,r_std_32,r_std_33,r_max_1,r_max_2,r_max_3,r_max_4,r_max_5,r_max_6,r_max_7,r_max_8,r_max_9,r_max_10,r_max_11,r_max_12,r_max_13,r_max_14,r_max_15,r_max_16,r_max_17,r_max_18,r_max_19,r_max_20,r_max_21,r_max_22,r_max_23,r_max_24,r_max_25,r_max_26,r_max_27,r_max_28,r_max_29,r_max_30,r_max_31,r_max_32,r_max_33,r_norm_1,r_norm_2,r_norm_3,r_norm_4,r_norm_5,r_norm_6,r_norm_7,r_norm_8,r_norm_9,r_norm_10,r_norm_11,r_norm_12,r_norm_13,r_norm_14,r_norm_15,r_norm_16,r_norm_17,r_norm_18,r_norm_19,r_norm_20,r_norm_21,r_norm_22,r_norm_23,r_norm_24,r_norm_25,r_norm_26,r_norm_27,r_norm_28,r_norm_29,r_norm_30,r_norm_31,r_norm_32,r_norm_33
1,p257,-0.04403005520502877,0.04491456455654457,-0.023651740286082128,-0.024332140816586165,-0.005618306265939201,-0.0077522325515765695,-0.006817092895505016,-0.007269846598307404,-0.0004193237092755295,-0.011036144892375872,-0.006164882447982325,-0.004336450364855304,-0.005825386047363946,-0.00947534190284031,-0.01542215744654158,-0.0071991591983364195,-0.014120524724327652,-0.007699508137174608,-0.006073709064061066,-0.003246955341763681,-0.006237380239702069,-0.008019851048783888,-0.0066417598724387945,-0.007413464122344744,-0.006673017077976863,-0.00687511285146399,-0.006412641207378438,-0.006293502913580761,-0.0039057339562284087,-0.005489560763040326,-0.002631646792097289,-0.0054917256037431755,-0.0041454479429481085,0.7841724379185143,0.8490040362213311,0.7783912278879167,0.6728240026953697,0.18056688687334205,0.20551762619622868,0.3978717374236361,0.3792024016666405,0.004245603157215292,0.3957231598759253,0.22993417681389053,0.14676767824131354,0.2454727410880707,0.438558861403882,0.5888050840582623,0.43743497101906054,0.576218292160739,0.4412919377744374,0.1801209650000906,0.1422080714660043,0.20387216728294097,0.24219426520769563,0.3862619900506928,0.27589457397330996,0.4044022854070977,0.31896496232088273,0.3157109327307839,0.2378076087748486,0.16421338519312229,0.2034165919949522,0.08291535779662362,0.20732509690792705,0.15324482444126714,0.8974988921483344,1.4000505426194891,0.8771572685241722,1.2418677605522959,0.3892024331622608,0.45427125930785905,0.8053707636727268,0.7734275902642125,0.01572781562805403,0.7854853688345997,0.4897535191641964,0.3132036203808255,0.5239126163058785,0.8713457706239467,1.1262753332985795,0.8729914352628896,1.0998757118648896,0.8844840123918303,0.3994083738326992,0.3099120712280268,0.44050267537434706,0.5380589082505978,0.7826351579030302,0.5826415554682427,0.8166862906350048,0.6310323799980964,0.6349250306023464,0.4917127148310314,0.34850999991099485,0.4322488853666542,0.16940836005740323,0.4439439111285708,0.32657520771026327,-0.5390740312778466,0.5499033618249979,-0.28957581187176734,-0.2979061729207016,-0.06878671838202732,-0.0949130595799124,-0.08346384604023245,-0.08900705425582832,-0.0051339141256339415,-0.1351190474142307,-0.0754786251825618,-0.053092547096144624,-0.07132206229765392,-0.11600963781477706,-0.1888184002267457,-0.08814160583689117,-0.17288209500206184,-0.09426753773157318,-0.07436236031787315,-0.03975351148921054,-0.07636623880600875,-0.09818959833195993,-0.08131718782869234,-0.09076540948124058,-0.08169987978121031,-0.08417420289551514,-0.07851201482039281,-0.07705336663069572,-0.0478191485129537,-0.06721044606228098,-0.03222009235530714,-0.06723695089856441,-0.05075404342900445
2,p461,0.07148181464937098,-0.030461561944752875,0.01902103741963537,0.20826519754197853,0.1096784586376635,0.12481756687164523,0.24543212837643352,0.24953396373324999,-0.0013125530878691381,0.185485445128549,0.11048254066043202,0.07234017266167594,0.14639211654663428,0.246436690754359,0.21495673471026924,0.19649592293633664,0.21244024329715314,0.24949106587304343,0.1097354777653997,0.08208193778991836,0.12279961162143599,0.14485007392035534,0.20592049280802593,0.16787445068359197,0.2789502112070693,0.153357493612503,0.15154871516757615,0.1150556977589939,0.08160243299272459,0.099397476514182,0.04275791274176477,0.10116641468471843,0.07547099378373824,0.3092205803929476,0.2943106436716541,0.2975279806701778,0.3314706603810322,0.09746464927667295,0.11049769547971602,0.21471291305351708,0.20677146115693215,0.003988845594129468,0.20468750324819837,0.11745863489320467,0.07386951999141138,0.13098827617412123,0.23514894176528137,0.29380602570966324,0.2212337896454103,0.28687258138310406,0.2347070132381117,0.09778036169379031,0.07784524904883228,0.10965520968815319,0.13011688298250357,0.2024313496527589,0.14784396705715355,0.22197033811891514,0.16244702996218557,0.1613076744122145,0.12132843294206155,0.08246678516884313,0.10413840346298524,0.04044071064707164,0.1057547977543528,0.07727187210743144,0.4740688501464021,0.37065030044978897,0.4293707524405548,1.5550002617306191,0.5696201181411737,0.6526033242543576,1.2259707848231045,1.2065737173292348,0.010526594585847704,1.1267192676332272,0.6426972378624782,0.4100792704688203,0.7675582657920046,1.3058581034342396,1.4585554771953149,1.17421083662245,1.4295646158854183,1.298092468049795,0.5824279308319049,0.44676293585035864,0.6459075636333935,0.7759381723403891,1.1142241022321926,0.8701951260036864,1.297462229198878,0.8888701889250044,0.8786865303251474,0.6701701402664213,0.46693139923943505,0.568202817175127,0.23059760040706578,0.5811997233496768,0.4357818211449498,0.07877780307387257,-0.0335707052203022,0.020962472028093402,0.22952235893255304,0.12087309280528688,0.13755741584633813,0.2704828349990725,0.2750033354867245,-0.0014465224363336476,0.20441752830536197,0.12175924567585417,0.07972377176243937,0.1613340313959089,0.2715899308047933,0.23689688628459116,0.21655182087677713,0.23412354223964815,0.27495605913818444,0.12093593174744692,0.09045985699794974,0.13533349243179357,0.1596345959389274,0.22693833544764674,0.1850090191744022,0.30742203333360735,0.16901034886940638,0.16701695246729129,0.1267991746578412,0.0899314102220586,0.10954275390577271,0.047122116951604454,0.11149224362608721,0.0831741487712373
3,p232,-0.04162768496407327,-0.05099777910444672,-0.02368936856587616,0.20073951774173435,0.10484353118472378,0.12020723819732461,0.23799480173322568,0.2424572367138322,-0.0004270145628214224,0.18311211427052976,0.1068028200997219,0.07016963428921076,0.1412519073486318,0.24018217669593098,0.20738455242580858,0.1897312572267327,0.20574428717294965,0.24241598129272765,0.10462015310922997,0.07861538304223188,0.11770061280992554,0.1408407025867004,0.1987734609180008,0.16357725567288112,0.2714128171073068,0.14977764500511825,0.14704943392011582,0.11135583612653654,0.07892331865099071,0.09538915793101031,0.041976855066088,0.0976780573526988,0.07329422844780763,0.30878893158409654,0.2941110384128281,0.29699270645014786,0.3154824388007115,0.08943388299580018,0.10108984690785812,0.19594018054188564,0.1876501597606074,0.003884772366312062,0.19002367478975882,0.11046883764606656,0.0692549913212546,0.11954985457190835,0.21610533946010524,0.2783552303707465,0.20682078233503665,0.2710004705329362,0.2154046544818283,0.08967330246024457,0.07167514216310437,0.10007501494373974,0.11938809641143865,0.18670876513474952,0.13527436354841255,0.20135138405899536,0.15132899444874126,0.15087564248544685,0.11374093254839142,0.07754589006500111,0.09831015250373278,0.037957380549838216,0.09980595273885488,0.0726210032419352,0.3716618008083792,0.3608447912004209,0.3974665562311799,1.317211943202551,0.44617131921980047,0.5114361831876977,0.9985510863198144,0.9694740766949081,0.01151323424445394,0.9036866219838444,0.5587223890092616,0.3450123479631202,0.6066226567162403,1.0800028785069813,1.231384590201909,0.9656265020370469,1.19245351579454,1.0715212308035973,0.448871807522238,0.35134978294372843,0.5035475534862996,0.6067295217513973,0.9154532512028979,0.7019097762637685,1.0607726165983422,0.7308500904507085,0.7410060342152889,0.5607578319973356,0.3991369665993645,0.5018826209174279,0.19465348296695595,0.511868815422055,0.3736170069376641,-0.04735093115878017,-0.058009287081648146,-0.026946337782796873,0.22833849861309963,0.1192581050773261,0.13673411494252002,0.2707158825369088,0.2757918422437624,-0.0004857233157549893,0.2082875645053438,0.12148676983767262,0.07981701421860868,0.16067214275028466,0.27320399210550206,0.23589713609545934,0.21581675049586405,0.2340313564553642,0.27574491475773155,0.11900401552408245,0.08942393970903174,0.1338828623143227,0.16020440287017407,0.22610213544769175,0.18606692587381576,0.30872842507456943,0.17037005454140453,0.16726675116568085,0.1266657642649771,0.08977421231785591,0.10850388279779354,0.04774810744848911,0.11110747507152391,0.08337119800352338
4,p427,0.0006422485245589761,-0.034579876793754974,-0.006634640693662424,0.5331069188647822,0.31206176016065745,0.40007534662882144,0.4631197129355503,0.45836728943718597,0.12977641052669986,1.255155896080868,0.3298568948109947,0.20727422502305748,0.3429004891713465,0.5447372410032467,0.536908599005805,0.4474731731414809,0.5370031913121516,0.4844261317782952,0.3183199426862901,0.2084636529286705,0.33085898982154216,0.385304465823704,0.43323575867547065,0.3875408914354105,0.48475717173682437,0.44929625935024664,0.47425947189331175,0.3426262066099402,0.23136810355716028,0.29044291708204273,0.11321936607360444,0.2950521522098097,0.21676275677151208,0.3604703368004895,0.3463562489152596,0.3104217670710089,0.4202188818606614,0.15104847809246105,0.17949486934807302,0.27558819011512087,0.2667440696350533,0.031994764747915655,0.35149739142277864,0.17506770986952594,0.1092373559721139,0.18383682847845387,0.30793956108374504,0.3804069169571437,0.2909172962331053,0.37243838493403525,0.2993373925671942,0.15319221779977638,0.11282865818757955,0.1642318427747088,0.1921378353668801,0.26574131353462,0.2061686754929107,0.2823952783249382,0.23241121173244747,0.2352198358585551,0.17949497321604999,0.1220754740020754,0.15628243141447443,0.057589410205694594,0.15861303751492117,0.11522651882805442,0.734804063108232,0.7897389348348014,0.4657857571707851,1.7366528436872741,0.7500392129686162,0.9234359550476015,1.2990269035763191,1.2726006147596536,0.1871721702151845,2.2617948325475083,0.8769619184070194,0.5551598596572873,0.889088454776342,1.4775096146265625,1.654754635228052,1.3003102302551284,1.6386350202560394,1.385448016060728,0.7595607121785477,0.5366238133112589,0.8162681908077687,0.9635070965025179,1.215053976906674,1.0017278485827958,1.3490410863028615,1.1610044076707595,1.2315904903411905,0.8998755762312172,0.6137834882736186,0.7759995910856432,0.3014577833811387,0.7841779353883496,0.5800764581892253,0.0002634762983043862,-0.014186062848017753,-0.002721797721133262,0.21870200119089786,0.12802034456356476,0.16412707439848154,0.18999042110659434,0.18804078494015292,0.053239527916837434,0.5149156699447494,0.1353206279059338,0.08503226314219535,0.14067163740962924,0.2234732293182562,0.22026160401222283,0.18357157819987913,0.22030040959880068,0.1987311751171452,0.1305877039313409,0.08552021453435472,0.13573172777433698,0.1580674621947788,0.17773081544607505,0.15898493435559097,0.19886698108559642,0.18431948183438765,0.1945604003933659,0.14055911561906786,0.09491654576054799,0.11915142150626663,0.04644715920511739,0.12104231601678733,0.08892484230093017
5,p673,0.059321530659993696,0.05929110368093165,0.016764303843178077,0.5046760866377116,0.20365377320183375,0.23938859356773948,0.3989273818333914,0.39125532097287014,0.13403890397813886,1.2424444304572204,0.3006831529405382,0.18811838097042488,0.25542620817820233,0.4972069666120746,0.5001204167472008,0.3902025238672858,0.5011233139038103,0.4282200755013329,0.20426361401875973,0.15161981317731948,0.22378951602512157,0.2605386373731798,0.36862303151024456,0.28872468895382636,0.4242339605755289,0.418422739770677,0.441452270083955,0.3138042783737216,0.20792378319634458,0.26347044944763354,0.10120026800367264,0.2667493089040135,0.19558981100718198,0.3609362446767515,0.3465468409063922,0.311492859541148,0.4439405495685758,0.15809524651957269,0.18817756068778838,0.2914579904363369,0.28212449197107164,0.0183521167983366,0.34778785153613573,0.18295373531546938,0.11424771453883847,0.19337852339566525,0.32810711917880026,0.4027054393438924,0.30702667487558394,0.39530606755712366,0.31710302255260114,0.1600896827078921,0.11832468513471098,0.17240360200979216,0.20175029891266383,0.2800833841304985,0.21712525298737914,0.29972857066062686,0.24737231415502184,0.24897305760790991,0.18835911218439044,0.1275093845764479,0.16259365386941832,0.060403332496299325,0.16538868436647117,0.11998131387211314,0.7923695561620931,0.8835908857981423,0.48725265767838977,1.6919729752010824,0.6351875840293033,0.7547111664877946,1.2219179217020653,1.1927301094267122,0.18537716865539977,2.1978808588451813,0.838280627462602,0.5300612476136948,0.7934997812906914,1.4122132211261302,1.601580847369302,1.2307364331351351,1.5858805767695117,1.3152007611592609,0.6391025368372638,0.474960664113361,0.702031677563987,0.8301671287748533,1.1389860243267478,0.8936357127295622,1.274150705867342,1.1148039383358395,1.1830590385860873,0.8607527653376295,0.5838113954332158,0.7411433521906545,0.2863448905944779,0.7475593365563284,0.5530333619647578,0.02709788094879813,0.027083982004400004,0.007657879098495379,0.23053438374335253,0.09302837670570338,0.10935192563015898,0.18222872167773094,0.17872414939988607,0.06122853240798991,0.5675445472740038,0.13735107963400672,0.08593186040722044,0.11667785546679603,0.2271225141743245,0.22845336865554833,0.1782432351295872,0.2289114887925599,0.1956095282222055,0.09330694999386573,0.06925943415901828,0.10222631809006225,0.11901319638169403,0.16838579368597045,0.13188849244454726,0.19378868397719162,0.1911341373431943,0.20165395137686695,0.1433447667649161,0.09497890328844824,0.12035243853667393,0.04622795102958116,0.12185021079926232,0.08934478518176366
6,p810,-0.4085156151983466,-0.4449765343136277,-0.41288618193732635,-0.28734805001152947,-0.06870633761088045,-0.07865020487043221,-0.1537923431396504,-0.14657004833221424,-8.05695851978526e-06,-0.15742600917815888,-0.08488358179728417,-0.05536064995659963,-0.09387311670515003,-0.17364568657344912,-0.24140743547015842,-0.1706448851691328,-0.23643977059258597,-0.17195721308390632,-0.06829790115356611,-0.05352742671966647,-0.07766289340125487,-0.09277326160007375,-0.1493278921974995,-0.1051939927207076,-0.15674273914760783,-0.1248282109366511,-0.11993606779310143,-0.09001279301113398,-0.060916547245448434,-0.07536218060387423,-0.030395335091487126,-0.07620102087656572,-0.05575419372982086,0.8103109209620892,0.7926745382009577,0.7811241204304802,0.796315454013904,0.2590627743944841,0.2950478227740833,0.5156957672262138,0.4978488350042487,0.006369359329070628,0.5201374292691168,0.32616259360595995,0.20552715076461212,0.33472297260124695,0.5625564507770481,0.7223835799546418,0.5498270060521402,0.7032733516960901,0.5619474474314645,0.26091473063246506,0.20166082774765431,0.2872578666469573,0.34214972834035423,0.4983870107560814,0.3784776937635401,0.5256929858345979,0.415653624223069,0.42598642114378094,0.33082954703502115,0.23123303670004108,0.2923476026910199,0.10964112214364302,0.29752786468422604,0.21812215387651218,0.7403454481230831,0.7015173525280431,0.6967061932881649,1.0361588419808285,0.48477698908912004,0.5521169789632197,0.8524216779073086,0.8444697883394028,0.019751680692031925,0.7975903749465942,0.5560712676578063,0.36895016723208585,0.6118708276748706,0.8857626093758526,1.029903137418959,0.8715146234300448,0.9899732181760967,0.9028125545713621,0.4906643602583145,0.3721075693766238,0.5356882789399862,0.6378617657555452,0.8232605308956593,0.687415796915694,0.875086938540143,0.6630536715189663,0.6819975752300707,0.5612742741902679,0.41313346385955896,0.5114141601986333,0.20824500931633594,0.5342098771201265,0.3931516170501723,-0.39711114155501226,-0.4325541862596418,-0.4013596957898753,-0.2793261944424862,-0.06678827233439677,-0.07645453803392173,-0.1494989436742929,-0.14247827266705299,-7.832033528754707e-06,-0.15303116916310605,-0.0825138986435841,-0.05381515438722866,-0.09125247395502716,-0.16879804407918586,-0.23466809765124144,-0.16588101563054417,-0.2298391143835205,-0.16715670746934255,-0.06639123814088613,-0.052033108988571775,-0.07549478920178711,-0.09018332335203273,-0.14515912618850815,-0.10225730664852911,-0.1523669738870192,-0.12134339912381399,-0.11658782926036511,-0.08749991838096845,-0.05921594846376823,-0.07325830508375784,-0.02954679274687473,-0.07407372756916052,-0.054197711653637855
7,p628,0.005701077779133781,-0.0004538393020600859,-0.0031421804428097833,0.23801088333129877,0.11088938766055755,0.12833083099788883,0.24697318183051406,0.2647529040442574,0.0009312926398404001,0.19857682969835055,0.11031416893005169,0.06987944708930341,0.1508898401260352,0.23924301995171315,0.23363023201624708,0.205797245767381,0.2316099013222568,0.24672054979536207,0.11094626903533672,0.08577476819356572,0.12578214910295354,0.15430933793385856,0.21039433691236697,0.17648202631208748,0.2796521313985224,0.15660933335622249,0.1538577694363067,0.11526016765170276,0.07824103832244579,0.09702208783891818,0.038619276682535335,0.09956839773390226,0.07301106982761077,0.30664114703341533,0.2945716391341861,0.2606650652533854,0.3995734215316399,0.1374778964733144,0.15709385188497912,0.27491518938023446,0.26757241728284525,0.006179407473061111,0.2702477391933327,0.1699135158057031,0.10605743371707202,0.17702134839513375,0.2938152669279611,0.3643823183171861,0.2839514735334775,0.35694973246417305,0.2958779744199621,0.13849260994874132,0.10768205658422543,0.15249789656894971,0.1823474379546143,0.26236081591524735,0.20074012481987538,0.28057796883508596,0.21498841167912788,0.21970960578059162,0.1719881212777101,0.11988682002324988,0.1530433686012352,0.05675859670095763,0.15590327019264372,0.11409390604729379,0.664870141612159,0.6588715569178305,0.4434933243857486,1.3869302119149083,0.5481627400716178,0.6238809145821449,1.0827250379986282,1.0687304083506248,0.021625962787204855,1.0138321606318144,0.6433635022905122,0.41941095934974015,0.7112700960371185,1.1150431262122282,1.2905920018090171,1.0676727114783375,1.2753653563393499,1.1414123418596063,0.5475832234488536,0.4146757920583113,0.6039873139063516,0.7405470768610627,1.0177733633253325,0.8190534687042259,1.1273480754428462,0.8093987766901662,0.8333383274078372,0.6466832309299022,0.458173121876186,0.57161732885573,0.22500493261549082,0.5877426825629328,0.4382995112737049,0.0061081333396193205,-0.00048624331734059724,-0.003366531358697301,0.25500480224794275,0.11880686284591185,0.13749362097605988,0.26460700667024317,0.2836561967059274,0.0009977867067822285,0.21275516682052628,0.1181905736385911,0.07486882253783095,0.1616633378441121,0.2563249131220067,0.25031137349932114,0.2204911188327209,0.24814679168740744,0.26433633676950696,0.11886780553695243,0.09189906568523301,0.1347629638165458,0.16532698695992798,0.22541644116225137,0.18908279987090842,0.299619225252958,0.1677912014934907,0.16484317658198266,0.12348971546051195,0.0838274293420317,0.10394944120520548,0.0413766836018186,0.10667755700455141,0.07822404237450392
8,p538,0.036741934352449546,-0.05166944397820436,0.00012777752346407014,0.36935192584991455,0.42659323003557376,0.4891668706470064,0.40815911981794795,0.4162859927283397,0.00048106299506339093,0.27710939089456926,0.15029785950978822,0.09625451034969809,0.4988716453976092,0.35421069463093807,0.36137527624765925,0.39576946311526806,0.35395647207895947,0.3941619994905233,0.42571117719014734,0.28616581386989925,0.5249601104524415,0.5258682696024586,0.41286176363627225,0.5095707591374745,0.39536468876732556,0.21743132750193137,0.21294636885324844,0.15884212228986638,0.10506130748325145,0.1321111128065337,0.052019728554618304,0.13385875542958328,0.09768266889784218,0.41747557588444767,0.340546432079845,0.3032585013492442,0.5308746095045057,0.2445064845697667,0.27777626400951655,0.4168253713656917,0.4109502395052372,0.006130696121090571,0.3836818921261325,0.2449982279446364,0.15245658941459767,0.30230056031585184,0.4354887017323495,0.4973662301217336,0.4124586476438519,0.48793273366643225,0.43707588655723356,0.246418330667722,0.18265292717209805,0.27698878215436884,0.31297158166148253,0.3943207692015684,0.3331990119065271,0.42623803268435473,0.30791391688007214,0.31600393756160333,0.24638671019677966,0.17289510958046214,0.220565078971246,0.0808204910950446,0.22461567606778265,0.16323398258515975,0.8065868348545493,0.7616513914532135,0.5147839148839282,1.693526528676351,1.037025784386536,1.200373229980471,1.464329769346449,1.4690656232833845,0.022708506584166344,1.2210689581765024,0.7276140515009573,0.4755099301868029,1.2462969716389978,1.4670435799492694,1.599305787086486,1.4079478104909242,1.5754259045918815,1.508586813608801,1.04545959949494,0.726832333140905,1.2065080197652165,1.3276792833540156,1.3932661565144855,1.3555308008194018,1.4803281693988382,0.9823947217729341,0.974563332133819,0.7463030958175665,0.5400788513819421,0.6580355379316529,0.26588066418965184,0.6717630169126707,0.5016095765431743,0.01955400302599122,-0.02749840153240961,6.800300867402522e-05,0.19656854771021087,0.22703228498983077,0.2603338838149255,0.21722167884375346,0.22154678856599244,0.0002560210132359243,0.14747720727234218,0.07998829815171304,0.051226507798651545,0.2654987505587255,0.1885104068885271,0.19232338660999315,0.21062792190294494,0.188375110023017,0.2097724321434534,0.2265628577723331,0.15229702216193178,0.2793829930085694,0.2798663139626914,0.2197244189164884,0.27119280303941107,0.21041250159467845,0.11571663035303967,0.11332974200506829,0.08453554214419963,0.05591347218509007,0.0703093385014935,0.02768482246499994,0.07123943131619541,0.05198657166203229
9,p31,0.2468370003170453,0.2814852465523573,0.235873965687223,0.3230596939722671,0.11836057715945719,0.13709333790672856,0.2288659413655577,0.22099707444508596,0.0030749119652630557,0.23189879364437627,0.14190449290805718,0.09102309174008066,0.15101819568209915,0.24482947031657176,0.2976049942440464,0.23726222938961705,0.294708336724177,0.24663507302602103,0.11973932902017943,0.08935066011216891,0.13110689798990716,0.1556189346313498,0.21958603541056124,0.17056536621517238,0.23323484579722337,0.18286961290571446,0.1862827661302324,0.14422715346018278,0.10261937936146927,0.12730675485399048,0.051278282801313906,0.13000382847256217,0.09517455789778234,0.6590191902617755,0.7176709694432406,0.626318983883038,0.6785919481020652,0.240586169095091,0.27527000870455137,0.46545994143576225,0.44959323357383973,0.006755758760835135,0.46709432030189363,0.3055189905390114,0.19251581676222462,0.3071422706691665,0.5011614310125204,0.6268089765856169,0.48942975277406753,0.6114914648772152,0.5038416378834732,0.24320243114222773,0.1860762282493079,0.2665300487367217,0.3154009261114225,0.44912485708157196,0.345857350677533,0.47297507159804214,0.37498814135562264,0.3898739956220159,0.3074651185029894,0.21759394053819248,0.27544528280968994,0.10276543866231186,0.2809038638040097,0.20496325850572722,1.65555991066827,1.7256759505801682,1.3976773738861112,1.5135984955893562,0.6753400580088282,0.7867887814839634,1.1889606438742746,1.1643950510025007,0.021348931524485693,1.1521237309773795,0.8208617120318991,0.5401681799358826,0.8372568241755118,1.2501774824990193,1.4620813030666788,1.2227915032704715,1.4247831990983784,1.2674914481904764,0.6813689804077114,0.49704544544219686,0.7453368022706783,0.8764475250244175,1.1543177726533642,0.9457358482148877,1.2171924659940956,0.9520333825217335,1.00064306259155,0.8233983786900794,0.622957241270278,0.7479119051827325,0.31017780409919027,0.7641098467508982,0.559222380850052,0.22243914178531962,0.2536626866633158,0.21255971523545802,0.2911278332677774,0.10666158303150745,0.1235427605638088,0.2062443779330292,0.19915328542111066,0.0027709815697808593,0.2089774570791683,0.1278783714654042,0.08202618887486049,0.13609125778690595,0.22063004003055817,0.2681891265314461,0.21381076020090325,0.2655787803842391,0.22225717338811504,0.10790405632457149,0.08051906370509467,0.1181480322380847,0.14023725057621686,0.19788171628252074,0.15370634722699522,0.21018145118814718,0.16479441777818332,0.16787020817050052,0.1299714556432618,0.09247627643500851,0.11472350278452245,0.04620983565631801,0.11715399229896452,0.08576731588614264
10,p654,0.7864174262682576,0.7971268214119818,0.7571196397145599,0.30881923887465074,0.0920550330479954,0.10501029862297576,0.19417855527666192,0.18635685814751624,0.0011634567048818144,0.1967128822538623,0.1153055116865373,0.07348972267574444,0.12195037576887649,0.21476511107550622,0.2738635367817358,0.20747149520449965,0.2706941694683518,0.21197835127512596,0.09245814853244151,0.07142749468485587,0.1026937574810465,0.12299585289425087,0.18547811190287417,0.13792024188571597,0.1985381020440028,0.1565027925703277,0.1565957244237253,0.11873497380150409,0.08231502638922523,0.1021242676840904,0.04082266860537831,0.1034412670135499,0.077224862840443,0.46657038511722443,0.46095642001035425,0.36294795693338655,0.5635984210115796,0.21346102777756423,0.2460854701192379,0.4053111646760588,0.39252150518439266,0.0074828526879617665,0.40394479697461405,0.2703446011714204,0.17068021690836652,0.27046323103915654,0.43236960810168623,0.5306569338434314,0.42358786189023956,0.5175486178668559,0.4362063644522082,0.21554956065243897,0.16382098297466854,0.23551654766674907,0.2812160123290298,0.39074254998296637,0.30585837262398746,0.4117649620498534,0.3263914997961275,0.3413711762541181,0.2707487014083772,0.19380185552366885,0.24448488217301714,0.09233752105087938,0.2491124377410544,0.18273627572440754,2.3563933719529047,2.1765044154061215,1.7659908008575442,1.4107591777377664,0.597165679931642,0.7280093171861424,1.0560835997263638,1.0205452775955237,0.030659997198320355,1.0678735446929934,0.7289016569985307,0.48213609271579116,0.7297787099414421,1.1577305470572554,1.3737784446610348,1.0648896508746688,1.3325193696551878,1.1445497777726885,0.6133912769953369,0.4402242204878064,0.660464486016167,0.7936529101265748,1.0039860561158918,0.8319802512062964,1.0841610701878892,0.8713354010052186,0.9244720209969373,0.7296904177135843,0.5481456237369073,0.6754308038287675,0.26840338759951976,0.6814536968866989,0.503369074397618,0.4877286759136998,0.49437054184750917,0.4695584648200269,0.191526781378356,0.05709166389247254,0.06512639750077909,0.12042770988090469,0.11557676703964712,0.000721564882975213,0.12199947558653984,0.07151139161207117,0.04557763337466951,0.07563247368916172,0.13319529776236758,0.16984758439220538,0.12867186594032687,0.16788197265522226,0.13146697559893505,0.05734167231662736,0.04429865901088786,0.06368970051758259,0.076280868748865,0.11503177690076226,0.0855368341414036,0.12313145969798175,0.09706155693844562,0.09711919239805503,0.07363831169364422,0.05105100356070093,0.06333650831286024,0.025317834321963793,0.06415329888448397,0.0478941321017197
